15:38:19,4256.77496,07849.26838,198.9
15:38:20,4256.77482,07849.26721,199.8
15:38:21,4256.77478,07849.26721,199.4
15:38:22,4256.77477,07849.26729,198.6
15:38:23,4256.77475,07849.26711,198.4
15:38:24,4256.77478,07849.26704,197.9
15:38:19,4256.77496,07849.26838,198.9
15:38:20,4256.77482,07849.26721,199.8
15:38:21,4256.77478,07849.26721,199.6
15:38:22,4256.77477,07849.26729,198.5
15:38:23,4256.77475,07849.26711,198.4
15:38:24,4256.77478,07849.26704,197.3
15:38:19,4256.77496,07849.26838,198.2
15:38:20,4256.77482,07849.26721,199.1
15:38:21,4256.77478,07849.26721,199.0
15:38:22,4256.77477,07849.26729,198.9
15:38:23,4256.77475,07849.26711,198.8
15:38:24,4256.77478,07849.26704,197.7
15:38:19,4256.77496,07849.26838,198.6
15:38:20,4256.77482,07849.26721,199.5
15:38:21,4256.77478,07849.26721,199.4
15:38:22,4256.77477,07849.26729,198.3
15:38:23,4256.77475,07849.26711,198.2
15:38:24,4256.77478,07849.26704,197.1
17:43:58,4256.78376,07849.28784,197.6
17:43:59,4256.78335,07849.28599,197.8
17:44:00,4256.78309,07849.28507,198.2
17:44:01,4256.78270,07849.28391,198.4
17:57:31,4256.77745,07849.27025,201.6
17:57:32,4256.77741,07849.26948,201.7
17:57:33,4256.77737,07849.26897,201.9
18:01:47,4256.77630,07849.26370,206.7
18:01:48,,,None
18:01:49,,,None
18:01:50,,,None
18:01:51,4256.77637,07849.26342,206.8
18:02:36,4256.77620,07849.26247,207.5
18:02:37,4256.77625,07849.26229,207.8
18:02:38,4256.77613,07849.26243,208.6
18:02:39,4256.77612,07849.26262,208.8
18:03:32,4256.77544,07849.26559,211.6
18:03:33,4256.77538,07849.26493,211.5
18:03:34,4256.77536,07849.26472,211.4
18:03:35,4256.77535,07849.26448,211.3
18:03:48,4256.77679,07849.26316,207.1
18:03:49,4256.77682,07849.26333,207.2
18:03:50,4256.77682,07849.26340,207.3
18:03:51,4256.77684,07849.26383,207.4
18:03:52,4256.77678,07849.26352,207.5
18:03:53,4256.77668,07849.26295,207.7
18:03:54,4256.77663,07849.26274,207.8
18:03:55,4256.77657,07849.26248,207.9
18:03:56,4256.77657,07849.26271,208.0
18:08:07,4256.77473,07849.26357,209.2
18:08:08,4256.77463,07849.26330,209.0
18:08:09,4256.77463,07849.26371,208.5
18:08:10,4256.77458,07849.26351,208.2
18:08:11,4256.77450,07849.26337,208.0
18:08:12,4256.77447,07849.26357,207.8
18:08:13,4256.77444,07849.26373,207.8
18:08:14,4256.77439,07849.26355,207.5
18:08:15,4256.77427,07849.26338,207.6
18:08:16,4256.77426,07849.26414,207.2
18:08:17,4256.77422,07849.26428,207.0
18:08:18,4256.77428,07849.26485,206.9
18:08:19,4256.77422,07849.26465,206.9
18:08:20,4256.77417,07849.26486,207.1
18:08:21,4256.77410,07849.26448,207.0
18:08:22,4256.77403,07849.26431,207.1
18:08:23,4256.77397,07849.26373,207.2
18:08:24,4256.77389,07849.26390,207.4
18:08:25,4256.77394,07849.26383,207.1
18:08:26,4256.77401,07849.26366,207.1
18:08:27,4256.77399,07849.26353,207.2
18:08:28,4256.77392,07849.26390,207.5
18:08:29,4256.77386,07849.26399,207.6
18:08:30,4256.77383,07849.26412,207.7
18:08:31,4256.77387,07849.26453,207.8
18:08:32,4256.77389,07849.26497,207.8
18:08:33,4256.77389,07849.26495,207.6
18:08:34,4256.77383,07849.26475,207.9
18:08:35,4256.77383,07849.26437,208.1
18:08:36,4256.77376,07849.26398,208.2
18:08:37,4256.77372,07849.26369,208.2
18:08:38,4256.77372,07849.26326,208.1
18:08:39,4256.77370,07849.26314,208.1
18:08:40,4256.77372,07849.26308,208.1
18:08:41,4256.77367,07849.26285,208.2
18:08:42,4256.77369,07849.26258,208.7
18:08:43,4256.77370,07849.26227,208.9
18:08:44,4256.77369,07849.26224,209.0
18:08:45,4256.77373,07849.26234,208.9
18:08:46,4256.77376,07849.26214,208.9
18:08:47,4256.77378,07849.26196,209.0
18:08:48,4256.77377,07849.26158,209.0
18:08:49,4256.77379,07849.26185,208.8
18:08:50,4256.77368,07849.26129,208.8
18:08:51,4256.77369,07849.26119,208.9
18:08:52,4256.77367,07849.26185,208.5
18:08:53,4256.77357,07849.26196,208.3
18:08:54,4256.77350,07849.26232,207.9
18:08:55,4256.77342,07849.26214,207.6
18:08:56,4256.77340,07849.26196,207.5
18:08:57,4256.77349,07849.26189,207.1
18:08:58,4256.77350,07849.26188,207.0
18:08:59,4256.77355,07849.26210,206.9
18:09:00,4256.77359,07849.26254,207.0
18:09:01,4256.77357,07849.26226,207.0
18:09:02,4256.77356,07849.26192,207.0
18:09:03,4256.77365,07849.26184,206.6
18:09:04,4256.77368,07849.26181,206.4
18:09:05,4256.77371,07849.26167,206.2
18:09:06,4256.77375,07849.26144,206.0
18:09:07,4256.77385,07849.26153,205.7
18:09:08,4256.77391,07849.26139,205.6
18:09:09,4256.77401,07849.26160,205.2
18:09:10,4256.77404,07849.26164,205.2
18:09:11,4256.77406,07849.26177,205.2
18:09:12,4256.77420,07849.26212,204.9
18:09:13,4256.77426,07849.26240,204.8
18:09:14,4256.77424,07849.26227,204.8
18:09:15,4256.77435,07849.26240,204.6
18:09:16,4256.77441,07849.26234,204.4
18:09:17,4256.77441,07849.26226,204.4
18:09:18,4256.77430,07849.26183,204.8
18:09:19,4256.77426,07849.26173,204.8
18:09:20,4256.77420,07849.26172,204.7
18:09:21,4256.77420,07849.26150,204.6
18:09:22,4256.77422,07849.26162,204.4
18:09:23,4256.77421,07849.26141,204.3
18:09:24,4256.77421,07849.26159,204.3
18:09:25,4256.77419,07849.26209,203.2
18:09:26,4256.77418,07849.26252,202.1
18:09:27,4256.77418,07849.26278,201.2
18:09:28,4256.77418,07849.26299,200.4
18:09:29,4256.77422,07849.26321,199.9
18:09:30,4256.77420,07849.26336,199.7
18:09:31,4256.77423,07849.26351,199.2
18:09:32,4256.77446,07849.26436,198.7
18:09:33,4256.77465,07849.26512,198.2
18:09:34,4256.77471,07849.26512,197.8
18:09:35,4256.77477,07849.26452,197.6
18:09:36,4256.77483,07849.26419,197.2
18:09:37,4256.77482,07849.26385,197.0
18:09:38,4256.77477,07849.26365,197.1
18:09:39,4256.77470,07849.26325,197.2
18:09:40,4256.77471,07849.26373,197.3
18:09:41,4256.77471,07849.26375,197.4
18:09:42,4256.77474,07849.26403,197.6
18:09:43,4256.77475,07849.26394,197.8
18:09:44,4256.77481,07849.26450,197.7
18:09:45,4256.77488,07849.26448,197.5
18:09:46,4256.77495,07849.26461,197.4
18:09:47,4256.77493,07849.26404,197.4
18:09:48,4256.77501,07849.26419,197.3
18:09:49,4256.77507,07849.26451,197.2
18:09:50,4256.77502,07849.26411,197.2
18:09:51,4256.77496,07849.26361,197.5
18:09:52,4256.77500,07849.26345,197.8
18:09:53,4256.77494,07849.26300,198.5
18:09:54,4256.77478,07849.26177,199.1
18:09:55,4256.77478,07849.26145,199.5
18:09:56,4256.77479,07849.26125,199.9
18:09:57,4256.77482,07849.26112,200.2
18:09:58,4256.77480,07849.26098,200.6
18:09:59,4256.77477,07849.26058,201.0
18:10:00,4256.77478,07849.26061,201.3
18:10:01,4256.77479,07849.26057,201.5
18:10:02,4256.77483,07849.26050,201.7
18:10:03,4256.77481,07849.26030,201.9
18:10:04,4256.77483,07849.26055,202.1
