16:16:55,987.884169006,24.21
16:16:55,987.936968689,24.21
16:16:56,987.879980774,24.21
16:16:56,987.874352112,24.21
16:16:57,987.85870636,24.22
16:16:57,987.89783844,24.21
16:16:58,987.876551208,24.22
16:16:58,987.963202515,24.22
16:16:59,987.918789062,24.22
16:16:59,987.914240417,24.22
16:17:00,987.821563416,24.21
16:17:00,987.953198853,24.22
16:17:01,987.88456604,24.22
16:17:01,987.940461121,24.22
16:17:02,987.943555908,24.22
16:17:02,987.934807739,24.22
16:17:03,987.867268372,24.22
16:17:03,987.914240417,24.22
16:17:04,987.888032532,24.22
16:17:04,987.85197113,24.22
16:17:05,987.882215881,24.23
16:17:05,987.944102173,24.22
16:17:06,987.862730713,24.23
16:17:06,987.905342712,24.23
16:17:07,987.91189209,24.23
16:17:08,987.868384399,24.23
16:17:08,987.880761414,24.23
16:19:22,987.934,24.19
16:19:22,987.949,24.2
16:19:23,987.927,24.2
16:19:23,987.914,24.2
16:19:24,987.963,24.2
16:19:24,987.938,24.2
16:19:25,987.958,24.2
16:19:25,987.903,24.19
16:19:26,987.879,24.2
16:19:26,987.885,24.19
16:19:27,987.923,24.2
16:19:27,987.85,24.19
16:19:28,987.964,24.2
18:38:30,978.829,28.14
18:38:30,978.801,28.14
18:38:31,978.755,28.14
18:38:31,978.715,28.15
